course_id,assignment_type,title,description,max_score,due_date
Психология 975,доклад,Доклад по Введение,Подробное описание доклад работы по курсу Введение в психологию,24,2025-07-10
Психология 975,практическая,Практическая по Введение,Подробное описание практическая работы по курсу Введение в психологию,100,2025-06-19
Экономика 244,другое,Другое по Принципы,Подробное описание другое работы по курсу Принципы экономики,32,2025-07-10
Экономика 244,доклад,Доклад по Принципы,Подробное описание доклад работы по курсу Принципы экономики,21,2025-05-29
Экономика 244,доклад,Доклад по Принципы,Подробное описание доклад работы по курсу Принципы экономики,21,2025-07-17
Биология 615,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-07-10
Биология 615,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,39,2025-07-10
Биология 615,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,43,2025-07-10
Математический анализ 694,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,35,2025-06-05
Математический анализ 694,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы математического анализа,33,2025-07-10
Математический анализ 694,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-06-05
История 522,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-06-26
История 522,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,26,2025-07-17
История 522,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-06-12
Биология 399,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-06-05
Биология 399,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,27,2025-06-26
Биология 399,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-05-29
История 238,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-07-10
История 238,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,34,2025-07-10
История 238,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая история,100,2025-06-26
Химия 573,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,44,2025-06-19
Химия 573,лабораторная,Лабораторная по Общая,Подробное описание лабораторная работы по курсу Общая химия,100,2025-06-19
Химия 573,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,25,2025-07-17
Право 140,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы юриспруденции,100,2025-07-10
Право 140,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы юриспруденции,26,2025-06-19
Право 140,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы юриспруденции,100,2025-07-03
Химия 824,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,28,2025-06-12
Химия 824,реферат,Реферат по Общая,Подробное описание реферат работы по курсу Общая химия,50,2025-07-10
Химия 824,практическая,Практическая по Общая,Подробное описание практическая работы по курсу Общая химия,100,2025-07-17
Право 546,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы юриспруденции,35,2025-06-05
Право 546,другое,Другое по Основы,Подробное описание другое работы по курсу Основы юриспруденции,28,2025-06-05
Право 546,другое,Другое по Основы,Подробное описание другое работы по курсу Основы юриспруденции,25,2025-06-05
Биология 981,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-05
Биология 981,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы биологии,48,2025-06-12
Биология 981,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-12
Биология 205,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,23,2025-05-29
Биология 205,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы биологии,34,2025-06-19
Биология 205,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-05-29
Право 542,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы юриспруденции,44,2025-05-29
Право 542,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы юриспруденции,100,2025-07-17
Право 542,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы юриспруденции,37,2025-06-05
Литература 226,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,30,2025-07-03
Литература 226,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,44,2025-07-10
Литература 226,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая литература,100,2025-05-29
История 823,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,29,2025-06-26
История 823,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,45,2025-06-19
История 823,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-06-05
Биология 101,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,44,2025-05-29
Биология 101,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,35,2025-07-17
Биология 101,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-19
Психология 446,реферат,Реферат по Введение,Подробное описание реферат работы по курсу Введение в психологию,44,2025-07-10
Психология 446,практическая,Практическая по Введение,Подробное описание практическая работы по курсу Введение в психологию,100,2025-07-17
Психология 446,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,44,2025-07-03
Психология 656,лабораторная,Лабораторная по Введение,Подробное описание лабораторная работы по курсу Введение в психологию,100,2025-06-05
Психология 656,реферат,Реферат по Введение,Подробное описание реферат работы по курсу Введение в психологию,22,2025-07-10
Психология 656,практическая,Практическая по Введение,Подробное описание практическая работы по курсу Введение в психологию,100,2025-06-19
Математический анализ 882,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,34,2025-06-26
Математический анализ 882,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-06-26
Математический анализ 882,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,47,2025-06-26
Психология 844,практическая,Практическая по Введение,Подробное описание практическая работы по курсу Введение в психологию,100,2025-07-03
Психология 844,реферат,Реферат по Введение,Подробное описание реферат работы по курсу Введение в психологию,20,2025-06-12
Психология 844,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,30,2025-06-12
История 381,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,39,2025-06-12
История 381,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,34,2025-06-26
История 381,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-06-19
Психология 937,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,29,2025-06-19
Психология 937,реферат,Реферат по Введение,Подробное описание реферат работы по курсу Введение в психологию,20,2025-06-19
Психология 937,практическая,Практическая по Введение,Подробное описание практическая работы по курсу Введение в психологию,100,2025-07-17
Экономика 482,другое,Другое по Принципы,Подробное описание другое работы по курсу Принципы экономики,30,2025-07-03
Экономика 482,доклад,Доклад по Принципы,Подробное описание доклад работы по курсу Принципы экономики,41,2025-07-17
Экономика 482,практическая,Практическая по Принципы,Подробное описание практическая работы по курсу Принципы экономики,100,2025-06-19
Химия 446,практическая,Практическая по Общая,Подробное описание практическая работы по курсу Общая химия,100,2025-05-29
Химия 446,лабораторная,Лабораторная по Общая,Подробное описание лабораторная работы по курсу Общая химия,100,2025-06-26
Химия 446,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,44,2025-06-05
Химия 683,практическая,Практическая по Общая,Подробное описание практическая работы по курсу Общая химия,100,2025-07-03
Химия 683,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,22,2025-06-26
Химия 683,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,34,2025-06-19
Медицина 295,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы медицинских знаний,29,2025-07-10
Медицина 295,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы медицинских знаний,45,2025-06-19
Медицина 295,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы медицинских знаний,48,2025-05-29
Литература 331,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая литература,31,2025-06-19
Литература 331,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая литература,32,2025-06-26
Литература 331,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,20,2025-06-19
Литература 732,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая литература,39,2025-06-19
Литература 732,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая литература,30,2025-05-29
Литература 732,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,20,2025-05-29
Программирование 116,лабораторная,Лабораторная по Базовые,Подробное описание лабораторная работы по курсу Базовые концепции программирования,100,2025-07-03
Программирование 116,лабораторная,Лабораторная по Базовые,Подробное описание лабораторная работы по курсу Базовые концепции программирования,100,2025-07-10
Программирование 116,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,34,2025-07-17
Медицина 184,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы медицинских знаний,24,2025-07-03
Медицина 184,другое,Другое по Основы,Подробное описание другое работы по курсу Основы медицинских знаний,38,2025-05-29
Медицина 184,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы медицинских знаний,100,2025-06-12
История 171,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,24,2025-06-12
История 171,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,35,2025-05-29
История 171,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая история,100,2025-06-26
История 297,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,36,2025-06-19
История 297,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,30,2025-05-29
История 297,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-07-10
Медицина 124,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы медицинских знаний,100,2025-06-12
Медицина 124,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы медицинских знаний,43,2025-07-03
Медицина 124,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы медицинских знаний,20,2025-06-26
Программирование 351,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,27,2025-07-17
Программирование 351,реферат,Реферат по Базовые,Подробное описание реферат работы по курсу Базовые концепции программирования,41,2025-06-19
Программирование 351,другое,Другое по Базовые,Подробное описание другое работы по курсу Базовые концепции программирования,39,2025-05-29
История 682,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,21,2025-06-19
История 682,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-07-03
История 682,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-05-29
Программирование 939,лабораторная,Лабораторная по Базовые,Подробное описание лабораторная работы по курсу Базовые концепции программирования,100,2025-05-29
Программирование 939,лабораторная,Лабораторная по Базовые,Подробное описание лабораторная работы по курсу Базовые концепции программирования,100,2025-07-03
Программирование 939,лабораторная,Лабораторная по Базовые,Подробное описание лабораторная работы по курсу Базовые концепции программирования,100,2025-07-10
Химия 465,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,24,2025-05-29
Химия 465,реферат,Реферат по Общая,Подробное описание реферат работы по курсу Общая химия,46,2025-06-19
Химия 465,лабораторная,Лабораторная по Общая,Подробное описание лабораторная работы по курсу Общая химия,100,2025-06-05
История 500,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-07-10
История 500,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,47,2025-07-17
История 500,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,44,2025-06-05
Экономика 979,доклад,Доклад по Принципы,Подробное описание доклад работы по курсу Принципы экономики,26,2025-06-12
Экономика 979,лабораторная,Лабораторная по Принципы,Подробное описание лабораторная работы по курсу Принципы экономики,100,2025-05-29
Экономика 979,другое,Другое по Принципы,Подробное описание другое работы по курсу Принципы экономики,39,2025-07-10
История 694,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-05-29
История 694,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая история,100,2025-06-19
История 694,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,36,2025-06-19
Математический анализ 906,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,50,2025-06-26
Математический анализ 906,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,30,2025-06-05
Математический анализ 906,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,25,2025-07-10
Биология 691,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,49,2025-06-26
Биология 691,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы биологии,45,2025-07-17
Биология 691,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы биологии,36,2025-07-03
Психология 579,практическая,Практическая по Введение,Подробное описание практическая работы по курсу Введение в психологию,100,2025-06-19
Психология 579,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,23,2025-07-17
Психология 579,практическая,Практическая по Введение,Подробное описание практическая работы по курсу Введение в психологию,100,2025-07-17
Биология 143,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-19
Биология 143,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,36,2025-06-05
Биология 143,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-07-10
Биология 718,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы биологии,40,2025-05-29
Биология 718,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,37,2025-06-26
Биология 718,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,46,2025-07-17
История 567,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,32,2025-06-26
История 567,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,20,2025-07-03
История 567,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,37,2025-06-12
Медицина 268,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы медицинских знаний,100,2025-06-05
Медицина 268,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы медицинских знаний,100,2025-06-12
Медицина 268,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы медицинских знаний,100,2025-05-29
Право 253,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы юриспруденции,100,2025-07-17
Право 253,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы юриспруденции,100,2025-05-29
Право 253,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы юриспруденции,46,2025-06-12
Математический анализ 682,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-06-26
Математический анализ 682,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-07-17
Математический анализ 682,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,47,2025-05-29
Психология 669,лабораторная,Лабораторная по Введение,Подробное описание лабораторная работы по курсу Введение в психологию,100,2025-07-10
Психология 669,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,28,2025-06-12
Психология 669,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,30,2025-06-26
Право 372,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы юриспруденции,42,2025-06-05
Право 372,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы юриспруденции,23,2025-06-05
Право 372,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы юриспруденции,100,2025-06-12
Медицина 851,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы медицинских знаний,100,2025-06-12
Медицина 851,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы медицинских знаний,43,2025-06-12
Медицина 851,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы медицинских знаний,100,2025-07-17
Программирование 801,реферат,Реферат по Базовые,Подробное описание реферат работы по курсу Базовые концепции программирования,44,2025-06-12
Программирование 801,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,22,2025-06-12
Программирование 801,другое,Другое по Базовые,Подробное описание другое работы по курсу Базовые концепции программирования,34,2025-06-12
Психология 412,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,40,2025-06-19
Психология 412,доклад,Доклад по Введение,Подробное описание доклад работы по курсу Введение в психологию,40,2025-06-26
Психология 412,лабораторная,Лабораторная по Введение,Подробное описание лабораторная работы по курсу Введение в психологию,100,2025-07-03
Математический анализ 933,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,37,2025-05-29
Математический анализ 933,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-07-10
Математический анализ 933,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы математического анализа,34,2025-06-26
Программирование 959,лабораторная,Лабораторная по Базовые,Подробное описание лабораторная работы по курсу Базовые концепции программирования,100,2025-06-19
Программирование 959,реферат,Реферат по Базовые,Подробное описание реферат работы по курсу Базовые концепции программирования,45,2025-06-05
Программирование 959,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,20,2025-07-10
Биология 508,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-07-03
Биология 508,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,43,2025-06-12
Биология 508,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,30,2025-07-10
История 649,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,28,2025-06-26
История 649,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-07-03
История 649,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,32,2025-07-10
Биология 300,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,48,2025-07-03
Биология 300,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,21,2025-07-03
Биология 300,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы биологии,48,2025-06-05
Медицина 592,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы медицинских знаний,100,2025-06-05
Медицина 592,другое,Другое по Основы,Подробное описание другое работы по курсу Основы медицинских знаний,43,2025-05-29
Медицина 592,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы медицинских знаний,100,2025-06-26
Экономика 659,реферат,Реферат по Принципы,Подробное описание реферат работы по курсу Принципы экономики,50,2025-07-10
Экономика 659,доклад,Доклад по Принципы,Подробное описание доклад работы по курсу Принципы экономики,46,2025-06-19
Экономика 659,лабораторная,Лабораторная по Принципы,Подробное описание лабораторная работы по курсу Принципы экономики,100,2025-07-17
Биология 717,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-07-03
Биология 717,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-05-29
Биология 717,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,23,2025-05-29
Математический анализ 196,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-07-17
Математический анализ 196,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы математического анализа,35,2025-07-17
Математический анализ 196,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-07-03
Математический анализ 107,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы математического анализа,24,2025-07-03
Математический анализ 107,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-07-03
Математический анализ 107,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-05-29
Химия 626,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,22,2025-07-17
Химия 626,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,49,2025-06-26
Химия 626,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,31,2025-05-29
Программирование 832,другое,Другое по Базовые,Подробное описание другое работы по курсу Базовые концепции программирования,35,2025-06-19
Программирование 832,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,27,2025-06-19
Программирование 832,реферат,Реферат по Базовые,Подробное описание реферат работы по курсу Базовые концепции программирования,48,2025-07-03
Литература 437,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-07-03
Литература 437,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-06-12
Литература 437,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-06-19
Медицина 979,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы медицинских знаний,100,2025-06-12
Медицина 979,другое,Другое по Основы,Подробное описание другое работы по курсу Основы медицинских знаний,45,2025-05-29
Медицина 979,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы медицинских знаний,26,2025-07-10
Право 863,другое,Другое по Основы,Подробное описание другое работы по курсу Основы юриспруденции,39,2025-05-29
Право 863,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы юриспруденции,27,2025-06-19
