grade_id,student_id,course_id,grade,grade_date,exam_type
2265,6595,24,3.2,2024-09-21,экзамен
2266,6978,26,2.7,2025-03-05,зачет
2267,8511,30,3.8,2024-10-02,экзамен
2268,1618,34,2.8,2024-09-05,зачет
2269,1876,48,3.5,2025-04-19,зачет
2270,4990,26,4.4,2024-11-24,курсовая
2271,7618,31,4.3,2025-01-20,экзамен
2272,4366,30,3.7,2024-09-12,курсовая
2273,1175,9,4.8,2024-10-02,курсовая
2274,4390,18,4.8,2024-11-09,экзамен
2275,7139,37,3.9,2025-06-17,зачет
2276,8223,23,3.1,2025-03-15,зачет
2277,3065,1,3.4,2024-12-24,зачет
2278,4623,8,4.7,2024-12-29,курсовая
2279,7644,40,4.4,2025-04-17,зачет
2280,3378,23,2.7,2025-02-10,курсовая
2281,2780,33,2.6,2024-09-08,курсовая
2282,5462,26,4.5,2025-04-20,зачет
2283,1810,47,4.1,2024-12-23,зачет
2284,2606,28,4.1,2025-02-06,экзамен
2285,3592,21,3.8,2025-03-14,экзамен
2286,5063,19,3.2,2025-02-26,зачет
2287,5779,30,3.3,2025-05-06,курсовая
2288,6809,7,4.5,2025-03-06,курсовая
2289,2858,18,3.7,2025-04-23,зачет
2290,9082,21,2.7,2024-12-04,курсовая
2291,5048,20,2.3,2025-05-01,зачет
2292,6430,23,4.4,2024-12-25,зачет
2293,6464,43,4.2,2025-06-15,курсовая
2294,3447,16,3.8,2024-11-30,курсовая
2295,6277,40,2.5,2025-02-18,курсовая
2296,1676,32,3.9,2024-09-25,зачет
2297,3773,42,4.9,2025-01-13,зачет
2298,5727,34,4.0,2025-06-06,курсовая
2299,2688,18,2.1,2024-10-23,курсовая
2300,3786,14,4.3,2025-01-30,экзамен
2301,1337,41,3.2,2025-06-20,курсовая
2302,8543,35,3.3,2025-02-05,зачет
2303,7471,5,5.0,2025-05-25,курсовая
2304,3365,49,2.0,2025-06-18,экзамен
2305,1066,25,2.3,2024-12-31,курсовая
2306,1613,5,3.9,2024-11-29,зачет
2307,4225,37,4.0,2025-05-22,экзамен
2308,2410,9,4.3,2025-03-18,зачет
2309,8286,41,2.2,2024-11-05,курсовая
2310,7778,39,2.2,2024-10-12,курсовая
2311,1910,42,2.7,2024-10-01,зачет
2312,9513,8,4.0,2025-01-13,курсовая
2313,4530,11,3.1,2024-09-27,экзамен
2314,4590,2,3.7,2025-03-08,экзамен
2315,9718,44,3.7,2024-10-17,курсовая
2316,8863,31,3.0,2024-12-07,курсовая
2317,2041,23,4.7,2025-01-21,экзамен
2318,4890,13,3.2,2025-04-15,экзамен
2319,5259,48,2.4,2025-03-26,экзамен
2320,7409,40,2.1,2024-10-02,зачет
2321,6032,21,5.0,2025-02-23,экзамен
2322,2823,41,4.0,2025-02-08,курсовая
2323,8337,47,3.9,2024-12-22,курсовая
2324,3695,1,3.4,2024-12-27,курсовая
2325,9281,22,2.1,2024-12-17,экзамен
2326,3965,29,3.4,2025-03-23,зачет
2327,4663,43,4.7,2024-10-01,экзамен
2328,9231,19,4.9,2025-02-01,курсовая
2329,620,5,2.9,2025-04-26,экзамен
2330,9698,48,2.8,2024-12-09,экзамен
2331,613,28,4.7,2025-06-13,экзамен
2332,2547,25,3.9,2025-04-25,курсовая
2333,4372,13,4.0,2025-04-28,курсовая
2334,6693,45,2.3,2025-01-14,экзамен
2335,5651,3,3.5,2025-02-23,экзамен
2336,129,31,3.3,2025-02-18,курсовая
2337,7380,16,2.8,2025-02-13,экзамен
2338,2170,13,3.7,2024-09-10,курсовая
2339,7489,7,2.1,2024-11-11,курсовая
2340,3580,30,2.8,2025-02-05,зачет
2341,783,2,2.8,2025-06-29,зачет
2342,8766,41,2.7,2025-04-01,экзамен
2343,6071,18,4.5,2024-10-26,курсовая
2344,4722,44,3.5,2025-05-11,курсовая
2345,8075,45,4.8,2024-09-06,зачет
2346,1318,38,4.2,2025-01-12,курсовая
2347,6975,25,4.9,2025-02-16,зачет
2348,8603,13,4.8,2025-05-07,курсовая
2349,1263,43,2.2,2025-06-11,экзамен
2350,3993,11,3.7,2024-10-30,зачет
2351,588,34,3.8,2025-03-05,зачет
2352,3439,23,2.1,2025-02-28,зачет
2353,6563,14,3.4,2024-10-25,экзамен
2354,3802,32,2.4,2025-01-19,зачет
2355,4563,42,4.9,2024-11-10,курсовая
2356,3530,49,2.3,2025-03-31,зачет
2357,4140,24,4.4,2024-11-08,курсовая
2358,8853,20,2.2,2025-04-09,зачет
2359,5394,38,2.3,2025-03-15,зачет
2360,7201,19,4.5,2024-11-03,экзамен
2361,8429,9,3.5,2024-10-04,зачет
2362,6309,39,3.5,2025-04-20,зачет
2363,752,49,4.4,2025-04-18,курсовая
2364,9468,35,2.8,2025-03-22,зачет
2365,1976,39,3.1,2024-10-22,зачет
2366,4121,27,4.6,2025-02-28,курсовая
2367,5955,30,4.2,2025-03-21,зачет
2368,2060,32,4.4,2025-06-24,зачет
2369,8376,32,3.7,2024-12-31,зачет
2370,6896,2,4.9,2025-01-14,зачет
2371,7331,37,3.8,2024-11-08,курсовая
2372,3883,45,2.4,2025-04-02,курсовая
2373,3627,31,2.6,2025-06-09,курсовая
2374,3821,46,3.2,2025-04-22,курсовая
2375,1263,43,3.7,2025-06-29,курсовая
2376,3511,12,3.1,2025-05-11,экзамен
2377,374,26,4.4,2024-11-12,экзамен
2378,6268,4,3.3,2025-05-23,курсовая
2379,4826,6,4.6,2024-12-30,экзамен
2380,3195,40,3.6,2025-03-30,зачет
2381,3694,44,2.2,2025-05-28,зачет
2382,1217,22,3.3,2025-02-05,курсовая
2383,8926,47,2.1,2025-05-14,курсовая
2384,4814,12,4.3,2024-12-14,зачет
2385,4229,38,3.0,2024-11-28,зачет
2386,5484,42,3.0,2025-06-18,зачет
2387,6537,21,4.1,2024-12-10,экзамен
2388,3285,12,3.7,2025-05-20,курсовая
2389,1897,21,4.7,2025-01-09,экзамен
2390,2409,46,4.4,2025-05-17,курсовая
2391,2982,17,4.6,2025-02-06,экзамен
2392,4802,41,2.3,2025-01-02,экзамен
2393,3884,8,3.8,2024-11-04,зачет
2394,9499,5,4.4,2025-04-03,курсовая
2395,526,31,3.9,2025-06-15,зачет
2396,7441,35,4.8,2025-04-16,курсовая
2397,3615,45,4.2,2025-04-29,зачет
2398,1540,18,2.7,2025-06-22,экзамен
2399,5654,16,4.5,2025-04-06,зачет
2400,9471,46,2.7,2024-10-31,курсовая
2401,8229,16,3.4,2025-03-13,курсовая
2402,101,17,2.5,2024-10-03,экзамен
2403,2176,33,4.5,2024-11-23,курсовая
2404,2175,7,2.5,2025-06-20,курсовая
2405,421,27,2.7,2025-05-17,экзамен
2406,7410,33,4.2,2024-10-09,экзамен
2407,5402,20,4.6,2025-01-31,зачет
2408,103,28,3.7,2025-05-02,курсовая
2409,5410,5,4.8,2025-04-20,экзамен
2410,7867,31,2.9,2024-11-28,курсовая
2411,1310,29,4.9,2025-06-01,экзамен
2412,2630,46,2.4,2024-09-24,курсовая
2413,7035,38,2.9,2025-03-23,курсовая
2414,4019,16,4.5,2024-09-15,курсовая
2415,7204,49,2.7,2024-09-01,курсовая
2416,4001,17,2.0,2025-01-08,курсовая
2417,332,14,4.1,2024-11-13,курсовая
2418,4209,1,2.6,2025-03-19,курсовая
2419,3956,27,4.2,2025-04-12,зачет
2420,3352,35,3.2,2025-06-23,курсовая
2421,5061,17,4.8,2025-01-26,курсовая
2422,4800,7,4.0,2025-01-02,зачет
2423,1272,27,2.9,2024-10-05,курсовая
2424,6151,46,2.3,2025-04-10,зачет
2425,5375,40,2.3,2024-10-22,курсовая
2426,1856,13,2.2,2025-04-22,курсовая
2427,4888,10,4.7,2025-02-15,курсовая
2428,9638,16,2.5,2024-11-14,экзамен
2429,3965,30,4.2,2025-06-28,экзамен
2430,8156,22,3.5,2025-02-07,курсовая
2431,5788,39,4.0,2025-04-07,курсовая
2432,9671,29,3.9,2025-01-27,экзамен
2433,1080,27,5.0,2024-09-05,экзамен
2434,9281,21,4.4,2024-12-12,курсовая
2435,1254,11,3.4,2025-02-25,экзамен
2436,3863,48,4.2,2025-02-13,экзамен
2437,2391,28,4.7,2024-12-15,курсовая
2438,8280,27,5.0,2025-05-19,зачет
2439,7334,44,2.7,2025-01-28,курсовая
2440,585,19,3.9,2024-09-13,экзамен
2441,5228,3,2.4,2025-03-01,зачет
2442,8465,8,2.6,2024-09-18,курсовая
2443,4549,42,2.5,2024-09-05,зачет
2444,4184,16,2.9,2024-10-22,зачет
2445,4505,32,4.3,2024-11-16,курсовая
2446,1534,23,3.5,2025-01-03,зачет
2447,9092,49,3.4,2024-09-15,зачет
2448,2629,8,3.8,2024-12-01,экзамен
2449,8429,4,3.9,2025-04-17,курсовая
2450,1360,12,3.8,2024-09-27,экзамен
2451,6318,17,4.7,2025-06-11,зачет
2452,9981,6,2.0,2025-06-19,экзамен
2453,4034,12,3.8,2024-12-02,курсовая
2454,9626,7,4.4,2025-06-12,курсовая
2455,4032,23,4.7,2025-03-19,зачет
2456,476,12,4.2,2024-09-23,курсовая
2457,2581,34,2.4,2024-11-02,зачет
2458,6538,40,2.3,2025-06-07,экзамен
2459,6356,45,3.3,2025-06-22,экзамен
2460,9292,19,2.8,2024-10-04,зачет
2461,1112,38,3.4,2025-03-20,курсовая
2462,7804,2,4.5,2025-01-03,зачет
2463,8958,16,3.2,2024-10-12,курсовая
2464,7816,25,3.9,2024-11-21,зачет
2465,7293,35,2.6,2025-03-23,курсовая
2466,6952,7,4.2,2024-10-13,экзамен
2467,344,32,2.5,2025-04-29,зачет
2468,9798,7,3.1,2024-11-27,зачет
2469,9052,34,2.3,2025-05-08,курсовая
2470,1560,12,4.9,2025-05-11,курсовая
2471,5224,21,2.1,2025-06-02,экзамен
2472,496,46,4.2,2025-03-25,курсовая
2473,2528,25,4.8,2025-02-09,зачет
2474,3018,4,2.1,2024-12-25,экзамен
2475,5818,41,2.3,2025-06-08,экзамен
2476,6895,34,2.5,2025-03-20,курсовая
2477,5459,7,3.0,2024-10-14,экзамен
2478,8531,37,5.0,2025-02-28,экзамен
2479,5236,16,4.7,2024-09-27,курсовая
2480,428,16,2.8,2024-12-16,зачет
2481,9368,33,3.1,2025-06-28,экзамен
2482,722,28,2.9,2025-03-01,курсовая
2483,9801,35,3.0,2025-03-07,курсовая
2484,1439,36,4.2,2025-06-19,зачет
2485,246,39,2.4,2025-02-16,зачет
2486,836,42,3.4,2024-12-22,зачет
2487,382,28,4.5,2025-01-24,курсовая
2488,9269,34,4.5,2025-01-30,курсовая
2489,5586,9,3.2,2025-05-25,экзамен
2490,2709,21,4.6,2025-03-07,экзамен
2491,8672,14,2.9,2025-03-09,зачет
2492,3922,15,4.0,2024-10-16,экзамен
2493,5408,40,4.0,2024-10-10,курсовая
2494,2962,46,4.8,2025-04-25,курсовая
2495,1012,12,3.4,2024-10-23,экзамен
2496,7919,27,2.1,2025-03-14,экзамен
2497,4002,11,3.0,2024-11-16,экзамен
2498,2346,48,3.0,2025-06-14,экзамен
2499,410,33,2.5,2024-09-25,зачет
2500,5238,19,2.2,2025-01-13,курсовая
2501,6253,12,4.7,2024-09-24,зачет
2502,3399,14,3.5,2025-02-26,экзамен
2503,6585,40,2.8,2024-09-09,экзамен
2504,6413,45,2.9,2025-03-28,экзамен
2505,5771,40,2.7,2025-01-10,зачет
2506,5151,17,4.7,2024-09-26,курсовая
2507,8374,17,2.5,2025-04-22,курсовая
2508,5206,43,4.0,2024-10-21,зачет
2509,4848,14,3.3,2025-05-01,курсовая
2510,4988,34,2.7,2025-03-03,курсовая
2511,3878,5,2.8,2025-04-15,экзамен
2512,273,37,4.7,2025-05-01,экзамен
2513,744,48,4.0,2025-05-22,курсовая
2514,5727,37,4.3,2025-01-30,курсовая
2515,8326,6,3.1,2024-11-17,экзамен
2516,8527,28,2.7,2024-12-07,зачет
2517,41,43,2.4,2025-02-06,зачет
2518,2572,7,4.9,2025-03-05,зачет
2519,8879,15,2.1,2024-12-17,курсовая
2520,9969,36,2.8,2024-11-28,курсовая
2521,1062,26,4.0,2024-10-04,курсовая
2522,4231,49,3.3,2024-12-04,экзамен
2523,3297,28,2.6,2025-02-03,экзамен
2524,2983,8,4.6,2024-10-13,курсовая
2525,8804,29,4.2,2025-06-22,зачет
2526,5961,48,3.2,2025-05-20,зачет
2527,9144,1,4.6,2025-03-04,зачет
2528,1007,15,4.7,2025-04-19,экзамен
2529,164,49,3.6,2025-06-27,курсовая
2530,9014,27,2.9,2025-06-15,курсовая
2531,8246,38,4.0,2025-01-20,курсовая
2532,2600,49,3.8,2024-09-07,зачет
2533,1099,40,4.6,2024-10-08,экзамен
2534,4724,3,3.0,2025-02-18,зачет
2535,9052,38,4.0,2025-02-24,экзамен
2536,9931,29,2.8,2025-01-10,экзамен
2537,1897,20,2.5,2025-02-03,курсовая
2538,1917,34,2.8,2024-09-09,курсовая
2539,7564,14,4.7,2025-01-03,курсовая
2540,313,21,3.3,2025-01-13,экзамен
2541,7425,46,4.4,2024-12-22,экзамен
2542,7015,48,2.2,2024-10-05,курсовая
2543,534,15,4.2,2025-03-04,курсовая
2544,3713,34,4.6,2025-04-15,экзамен
2545,7360,28,2.9,2024-09-20,экзамен
2546,9382,4,2.6,2025-05-30,зачет
2547,1587,46,3.1,2025-06-09,зачет
2548,4050,44,4.4,2025-05-21,курсовая
2549,5395,8,2.3,2024-12-07,экзамен
2550,5495,39,4.5,2025-04-07,экзамен
2551,1663,42,4.8,2025-06-14,экзамен
2552,2676,27,5.0,2024-12-20,зачет
2553,798,27,2.4,2024-09-19,экзамен
2554,8221,15,3.0,2025-01-10,курсовая
2555,8955,20,3.6,2024-11-07,экзамен
2556,5804,28,3.9,2025-03-08,экзамен
2557,3132,8,3.7,2025-02-16,экзамен
2558,4515,48,4.9,2024-10-09,экзамен
2559,8807,38,3.5,2025-03-18,курсовая
2560,8119,20,3.6,2025-06-28,курсовая
2561,4403,36,4.7,2025-01-04,экзамен
2562,5845,4,3.9,2025-01-28,экзамен
2563,2695,32,2.9,2024-10-28,зачет
2564,1849,13,2.9,2024-12-21,курсовая
2565,2350,11,4.1,2024-12-02,курсовая
2566,5010,15,3.2,2024-12-11,экзамен
2567,3914,24,2.8,2024-11-30,курсовая
2568,4826,8,3.4,2024-09-26,зачет
2569,9884,38,3.5,2025-05-22,экзамен
2570,6939,27,4.4,2024-11-18,курсовая
2571,2547,25,3.0,2025-02-09,экзамен
2572,1341,15,4.2,2025-02-05,зачет
2573,7753,25,4.4,2024-11-27,экзамен
2574,5997,32,2.6,2025-01-11,курсовая
2575,3886,37,2.9,2025-03-10,экзамен
2576,4214,46,2.8,2025-03-02,курсовая
2577,1861,48,4.7,2024-09-12,зачет
2578,9331,33,4.5,2024-10-20,курсовая
2579,6523,15,3.4,2024-11-13,курсовая
2580,4924,15,2.7,2024-12-26,экзамен
2581,1858,39,3.9,2025-06-03,зачет
2582,192,13,3.8,2025-02-21,экзамен
2583,3826,20,2.2,2025-01-13,экзамен
2584,1771,25,4.4,2025-01-17,курсовая
2585,3743,1,2.3,2025-01-18,курсовая
2586,1949,25,2.9,2024-09-22,курсовая
2587,8184,11,3.1,2024-10-11,зачет
2588,9508,5,3.6,2024-10-06,зачет
2589,7275,12,2.2,2025-03-17,экзамен
2590,6944,24,2.8,2024-10-13,экзамен
2591,5173,22,4.2,2024-12-11,курсовая
2592,4878,4,4.8,2025-04-30,экзамен
2593,5623,14,2.9,2024-09-07,экзамен
2594,4393,15,4.7,2024-10-20,курсовая
2595,5691,35,2.1,2024-11-27,зачет
2596,8544,21,4.7,2024-12-11,экзамен
2597,9198,35,3.6,2025-02-23,экзамен
2598,8849,29,2.3,2024-09-01,курсовая
2599,6602,13,2.7,2024-11-27,экзамен
2600,7633,26,2.3,2024-09-24,курсовая
2601,5489,14,3.5,2025-06-16,курсовая
2602,3801,41,4.7,2024-12-01,экзамен
2603,2050,26,3.1,2025-02-22,зачет
2604,5888,47,2.9,2024-09-27,зачет
2605,8860,15,3.3,2025-05-24,зачет
2606,8626,34,2.6,2024-12-03,зачет
2607,8996,19,2.5,2024-10-23,зачет
2608,3520,12,2.6,2025-06-09,экзамен
2609,3756,26,4.3,2024-12-09,экзамен
2610,8011,22,2.9,2024-10-10,экзамен
2611,4410,12,4.6,2025-04-02,экзамен
2612,2372,14,4.9,2025-02-28,зачет
2613,4951,40,2.5,2025-02-15,экзамен
2614,5956,41,3.6,2025-06-04,зачет
2615,3044,2,3.1,2025-06-22,зачет
2616,846,11,2.7,2025-06-09,экзамен
2617,4179,23,2.1,2025-02-05,экзамен
2618,1650,34,3.1,2025-02-11,курсовая
2619,4718,4,3.6,2025-01-16,курсовая
2620,418,45,4.2,2024-11-21,зачет
2621,1547,28,2.7,2024-12-01,зачет
2622,8569,40,4.1,2024-09-02,курсовая
2623,7879,31,3.5,2025-03-10,экзамен
2624,783,8,3.7,2025-02-03,курсовая
2625,4724,4,5.0,2025-04-13,зачет
2626,1106,22,2.6,2025-03-17,курсовая
2627,2426,19,4.3,2025-05-05,зачет
2628,6786,22,4.7,2024-12-08,экзамен
2629,4818,22,2.3,2025-02-23,зачет
2630,3648,17,2.8,2024-12-09,зачет
2631,3192,2,2.7,2025-04-26,курсовая
2632,994,27,4.6,2025-03-13,экзамен
2633,5408,40,3.0,2025-03-23,зачет
2634,6548,5,2.9,2024-12-01,экзамен
2635,9099,48,4.7,2025-04-18,экзамен
2636,1919,33,3.1,2025-06-07,курсовая
2637,7587,43,2.3,2025-06-03,курсовая
2638,9261,5,4.2,2025-01-15,экзамен
2639,4235,44,2.4,2024-09-28,курсовая
2640,3181,46,4.5,2024-12-31,курсовая
2641,6901,2,2.4,2025-05-29,зачет
2642,1747,22,2.8,2025-03-24,курсовая
2643,9922,22,3.5,2025-04-07,экзамен
2644,3043,46,2.8,2024-09-26,зачет
2645,7550,25,3.1,2024-11-06,зачет
2646,2537,8,2.1,2024-09-05,зачет
2647,7152,16,4.9,2025-06-06,экзамен
2648,3878,5,2.9,2025-06-17,зачет
2649,3395,37,4.3,2024-11-20,зачет
2650,3879,26,2.3,2025-03-02,зачет
2651,1635,38,3.2,2025-04-22,зачет
2652,897,34,2.2,2025-05-13,зачет
2653,5528,45,2.6,2024-09-18,курсовая
2654,353,48,2.5,2025-04-04,зачет
2655,8946,37,2.7,2024-11-04,зачет
2656,4029,35,2.1,2025-06-15,экзамен
2657,6742,24,4.1,2024-12-29,зачет
2658,8271,44,3.4,2025-01-23,зачет
2659,4929,15,2.6,2025-01-29,курсовая
2660,6589,38,2.7,2025-04-03,зачет
2661,2421,21,3.2,2025-03-15,экзамен
2662,8642,5,2.9,2025-02-08,экзамен
2663,2844,26,3.8,2025-01-12,курсовая
2664,4718,2,3.9,2025-05-08,экзамен
2665,9761,6,2.8,2025-04-06,экзамен
2666,6554,14,3.4,2024-10-22,зачет
2667,3307,41,2.7,2025-06-12,зачет
2668,5674,42,2.5,2025-01-18,зачет
2669,1748,5,3.0,2025-04-05,курсовая
2670,2522,2,4.4,2025-05-02,курсовая
2671,2237,45,3.4,2025-04-03,зачет
2672,1352,9,3.6,2025-04-08,курсовая
2673,2667,29,4.2,2025-04-08,зачет
2674,1040,33,2.6,2024-11-14,экзамен
2675,1535,5,3.2,2025-04-15,зачет
2676,3695,8,4.4,2025-03-24,экзамен
2677,2022,16,4.2,2025-05-22,курсовая
2678,7640,15,4.3,2024-10-31,курсовая
2679,7469,1,3.8,2024-10-02,зачет
2680,1121,31,2.8,2024-12-08,зачет
2681,7967,40,2.5,2024-12-05,курсовая
2682,3801,34,4.9,2024-10-09,экзамен
2683,7382,15,4.4,2025-05-15,курсовая
2684,9836,49,3.8,2025-06-21,зачет
2685,7247,2,3.4,2025-05-07,экзамен
2686,2538,5,2.7,2024-11-14,зачет
2687,6831,25,4.7,2025-06-16,курсовая
2688,6706,6,2.1,2025-05-19,экзамен
2689,7759,23,3.6,2025-03-25,курсовая
2690,2927,9,4.1,2025-04-19,экзамен
2691,9212,22,4.6,2024-12-29,курсовая
2692,8160,48,4.0,2025-06-01,экзамен
2693,6155,46,2.7,2024-11-20,зачет
2694,3132,11,2.3,2025-04-24,экзамен
2695,7576,5,4.7,2025-06-16,курсовая
2696,1722,27,3.2,2025-06-05,курсовая
2697,6448,43,4.9,2024-09-16,курсовая
2698,9545,44,3.4,2025-02-21,курсовая
2699,3706,24,4.2,2025-01-30,зачет
2700,1967,41,3.1,2025-03-21,экзамен
2701,7711,19,2.9,2024-11-23,экзамен
2702,6863,7,3.0,2025-05-14,курсовая
2703,23,4,3.9,2025-06-12,экзамен
2704,7483,4,4.0,2024-11-25,курсовая
2705,7623,19,4.3,2024-12-31,курсовая
2706,9902,1,3.8,2025-03-21,экзамен
2707,6674,16,2.3,2025-02-12,курсовая
2708,6860,23,4.7,2024-09-19,экзамен
2709,677,16,3.3,2025-02-26,курсовая
2710,2230,1,3.2,2024-10-19,курсовая
2711,6450,7,3.9,2024-10-11,экзамен
2712,7099,23,4.2,2025-05-18,курсовая
2713,7556,42,2.7,2024-10-22,зачет
2714,3876,35,2.4,2024-09-17,зачет
2715,4002,11,2.0,2025-06-25,зачет
2716,7552,30,3.1,2024-10-01,зачет
2717,4322,2,4.0,2025-01-14,экзамен
2718,4657,30,4.1,2024-09-30,экзамен
2719,8485,2,4.3,2024-09-03,экзамен
2720,9546,38,2.3,2025-05-01,экзамен
2721,7673,27,4.7,2025-01-13,зачет
2722,9015,20,2.4,2025-01-31,курсовая
2723,7819,28,2.0,2025-02-01,курсовая
2724,8273,30,4.6,2024-10-13,зачет
2725,9669,26,3.5,2024-09-17,курсовая
2726,8908,37,3.2,2025-06-29,курсовая
2727,8576,32,3.1,2024-09-01,экзамен
2728,1148,44,3.3,2025-01-14,зачет
2729,670,35,3.7,2024-12-31,экзамен
2730,53,1,4.7,2025-01-30,экзамен
2731,9308,4,2.4,2025-05-12,экзамен
2732,3027,31,2.9,2025-06-18,курсовая
2733,6507,25,2.3,2024-12-01,зачет
2734,6890,28,2.3,2025-03-27,зачет
2735,6055,49,3.3,2025-05-31,курсовая
2736,6828,11,4.5,2024-11-22,экзамен
2737,5995,24,4.4,2024-11-09,зачет
2738,5048,27,3.6,2025-05-26,экзамен
2739,8798,17,2.6,2024-12-21,экзамен
2740,9506,31,2.6,2025-04-02,экзамен
2741,8670,44,2.1,2025-06-09,зачет
2742,9625,32,2.4,2025-04-25,курсовая
2743,6624,17,2.2,2025-06-05,курсовая
2744,6771,14,3.7,2025-06-12,зачет
2745,6161,2,3.3,2025-04-03,зачет
2746,5004,19,3.3,2025-05-20,экзамен
2747,5305,18,3.7,2024-12-29,курсовая
2748,4416,1,4.0,2024-11-13,экзамен
2749,7629,46,4.2,2025-01-14,экзамен
2750,5411,31,3.4,2025-03-12,зачет
2751,817,27,2.4,2025-04-12,курсовая
2752,4525,13,4.1,2025-02-27,зачет
2753,6885,10,4.2,2024-12-27,зачет
2754,4226,9,2.3,2024-12-10,зачет
2755,1298,32,3.3,2024-09-26,курсовая
2756,8965,8,3.5,2025-06-20,экзамен
2757,1917,41,4.8,2025-06-10,курсовая
2758,491,30,4.8,2025-05-06,экзамен
2759,9472,28,3.4,2025-06-14,зачет
2760,788,48,2.5,2024-12-21,экзамен
2761,234,11,3.9,2024-12-20,экзамен
2762,4212,22,4.1,2024-11-07,курсовая
2763,5214,33,2.7,2024-10-29,экзамен
2764,2836,40,2.7,2024-09-09,экзамен
2765,5375,40,2.4,2025-06-16,экзамен
2766,5247,9,2.5,2025-06-12,экзамен
2767,4384,13,4.0,2024-12-21,зачет
2768,6715,36,3.9,2024-11-24,экзамен
2769,1810,47,4.2,2025-02-24,экзамен
2770,407,20,3.1,2024-10-13,экзамен
2771,450,29,2.8,2024-09-17,курсовая
2772,1331,4,3.7,2025-04-29,экзамен
2773,6730,9,2.8,2025-03-11,зачет
2774,2686,44,4.1,2024-09-21,зачет
2775,1621,32,4.3,2024-09-26,зачет
2776,9296,12,3.3,2024-11-22,экзамен
2777,5436,28,4.5,2025-03-02,экзамен
2778,2992,17,2.4,2025-05-25,зачет
2779,8022,43,4.0,2025-04-16,зачет
2780,8175,14,2.2,2025-06-22,экзамен
2781,3227,39,4.7,2024-10-19,курсовая
2782,4855,30,2.6,2025-06-25,курсовая
2783,1680,35,2.7,2025-03-31,зачет
2784,3000,14,3.5,2024-09-30,курсовая
2785,9619,8,2.9,2025-03-03,курсовая
2786,652,48,4.0,2024-09-24,курсовая
2787,370,43,3.8,2025-06-11,зачет
2788,9066,26,3.7,2025-06-08,экзамен
2789,2156,25,4.4,2025-01-21,экзамен
2790,7865,8,2.2,2024-12-13,экзамен
2791,5132,27,2.2,2025-06-03,курсовая
2792,1601,4,2.3,2024-11-09,курсовая
2793,7026,4,3.3,2025-01-31,зачет
2794,920,21,4.1,2025-04-02,зачет
2795,8755,23,3.5,2024-10-08,зачет
2796,8942,7,2.6,2025-01-14,экзамен
2797,1671,49,3.9,2025-04-30,экзамен
2798,7688,31,3.9,2025-01-28,зачет
2799,622,20,2.6,2025-02-20,зачет
2800,8972,15,3.5,2024-12-13,курсовая
2801,8432,34,4.5,2024-11-29,курсовая
2802,5759,4,4.2,2025-06-12,экзамен
2803,4233,46,5.0,2025-03-30,экзамен
2804,9619,8,3.9,2024-10-24,зачет
2805,915,31,3.7,2025-06-28,экзамен
2806,7716,5,4.3,2025-03-16,курсовая
2807,8213,36,2.7,2024-10-25,экзамен
2808,520,10,4.7,2024-11-18,зачет
2809,4305,49,4.9,2024-09-19,курсовая
2810,3260,29,4.0,2024-09-07,экзамен
2811,6965,14,4.1,2024-11-13,курсовая
2812,5270,49,2.9,2025-01-05,курсовая
2813,129,34,4.3,2024-09-18,зачет
2814,242,20,4.7,2025-05-12,экзамен
2815,6139,34,3.1,2024-10-02,курсовая
2816,8081,3,2.2,2025-06-25,курсовая
2817,3849,13,4.6,2024-11-24,зачет
2818,1554,5,4.7,2024-10-30,экзамен
2819,4772,44,3.4,2024-11-10,зачет
2820,8085,42,2.5,2025-02-04,экзамен
2821,5327,21,4.1,2024-10-21,экзамен
2822,4215,17,3.0,2024-10-24,экзамен
2823,6992,21,3.4,2025-05-30,экзамен
2824,3002,33,2.7,2024-10-19,зачет
2825,1938,38,3.7,2024-09-01,курсовая
2826,9525,30,2.8,2025-01-04,экзамен
2827,7879,31,4.1,2025-06-23,курсовая
2828,4632,46,2.7,2025-01-03,экзамен
2829,3439,29,2.1,2025-02-15,курсовая
2830,5598,16,3.6,2025-06-13,зачет
2831,4571,37,4.6,2025-06-01,экзамен
2832,2640,49,2.6,2025-06-18,зачет
2833,946,31,3.7,2025-01-13,зачет
2834,8152,47,2.8,2025-03-30,зачет
2835,3823,26,3.2,2025-02-22,экзамен
2836,88,24,4.8,2025-03-09,курсовая
2837,5386,22,4.7,2025-04-22,экзамен
2838,9144,8,4.3,2024-12-24,курсовая
2839,2214,10,3.8,2025-03-27,экзамен
2840,3409,16,3.8,2025-06-11,экзамен
2841,2433,37,4.3,2024-12-12,экзамен
2842,3481,47,2.1,2025-06-01,зачет
2843,5411,31,2.1,2024-12-16,курсовая
2844,8537,6,4.9,2025-06-20,зачет
2845,8256,22,3.9,2025-01-06,экзамен
2846,3263,15,3.2,2025-01-17,экзамен
2847,8386,33,2.6,2024-12-23,зачет
2848,4641,22,2.4,2024-10-22,зачет
2849,9544,38,4.5,2025-02-27,зачет
2850,2453,8,4.2,2025-02-25,курсовая
2851,5613,10,3.2,2025-02-18,курсовая
2852,4069,5,3.1,2024-12-10,экзамен
2853,663,33,4.8,2024-12-03,курсовая
2854,7870,6,3.3,2025-05-29,курсовая
2855,7358,22,4.3,2024-09-13,зачет
2856,1592,35,3.6,2025-04-24,экзамен
