schedule_id,course_id,teacher_id,classroom,class_time,duration
821,11,6,Корпус-3 ауд-110,2025-06-23 13:30:00,90
822,41,15,Корпус-1 ауд-335,2024-11-12 09:00:00,90
823,14,166,Корпус-1 ауд-168,2024-10-03 17:30:00,120
824,26,69,Корпус-2 ауд-502,2024-11-20 11:00:00,90
825,38,123,Корпус-1 ауд-574,2024-12-23 11:00:00,90
826,5,121,Корпус-3 ауд-324,2025-06-19 17:30:00,120
827,3,30,Корпус-3 ауд-417,2025-02-11 15:30:00,90
828,27,65,Корпус-3 ауд-262,2025-05-13 09:00:00,90
829,28,20,Корпус-5 ауд-207,2025-06-18 13:30:00,90
830,43,63,Корпус-1 ауд-438,2024-12-24 09:00:00,90
831,11,6,Корпус-1 ауд-468,2025-06-05 13:30:00,90
832,49,141,Корпус-3 ауд-289,2025-02-26 15:30:00,90
833,40,122,Корпус-2 ауд-588,2025-06-11 09:00:00,90
834,27,65,Корпус-4 ауд-129,2025-06-27 09:00:00,90
835,1,192,Корпус-1 ауд-440,2025-03-19 15:30:00,90
836,26,69,Корпус-5 ауд-197,2025-03-10 09:00:00,90
837,40,122,Корпус-3 ауд-312,2025-02-17 09:00:00,90
838,8,136,Корпус-2 ауд-103,2025-03-20 11:00:00,90
839,3,30,Корпус-4 ауд-209,2025-04-21 15:30:00,90
840,43,63,Корпус-2 ауд-526,2025-06-09 17:30:00,120
841,37,130,Корпус-1 ауд-142,2024-10-28 09:00:00,90
842,3,30,Корпус-3 ауд-389,2025-06-18 11:00:00,90
843,10,106,Корпус-2 ауд-139,2025-02-26 17:30:00,120
844,20,173,Корпус-2 ауд-570,2024-12-30 11:00:00,90
845,1,192,Корпус-3 ауд-107,2025-03-25 09:00:00,90
846,10,106,Корпус-1 ауд-206,2024-12-27 17:30:00,120
847,19,104,Корпус-3 ауд-238,2024-10-22 17:30:00,120
848,5,121,Корпус-4 ауд-127,2024-10-28 11:00:00,90
849,13,178,Корпус-3 ауд-537,2025-01-20 09:00:00,90
850,26,69,Корпус-2 ауд-274,2025-01-17 17:30:00,120
851,1,192,Корпус-1 ауд-527,2025-05-02 13:30:00,90
852,37,130,Корпус-1 ауд-132,2025-02-24 17:30:00,120
853,25,189,Корпус-1 ауд-502,2025-01-21 09:00:00,90
854,47,76,Корпус-3 ауд-126,2025-02-03 09:00:00,90
855,9,77,Корпус-2 ауд-572,2025-01-23 09:00:00,90
856,25,189,Корпус-1 ауд-392,2025-04-10 13:30:00,90
857,20,173,Корпус-4 ауд-129,2024-11-07 11:00:00,90
858,37,130,Корпус-4 ауд-407,2024-09-30 11:00:00,90
859,34,184,Корпус-3 ауд-507,2024-10-29 15:30:00,90
860,8,136,Корпус-5 ауд-323,2025-03-06 15:30:00,90
861,39,12,Корпус-3 ауд-231,2024-11-20 17:30:00,120
862,46,80,Корпус-4 ауд-176,2025-02-10 13:30:00,90
863,37,130,Корпус-3 ауд-104,2024-12-23 13:30:00,90
864,44,50,Корпус-2 ауд-258,2024-11-19 15:30:00,90
865,42,68,Корпус-1 ауд-298,2025-02-24 17:30:00,120
866,42,68,Корпус-5 ауд-312,2024-10-23 09:00:00,90
867,1,192,Корпус-4 ауд-272,2025-03-31 13:30:00,90
868,3,30,Корпус-5 ауд-181,2025-04-14 15:30:00,90
869,8,136,Корпус-1 ауд-506,2025-03-17 09:00:00,90
870,47,76,Корпус-5 ауд-385,2025-06-23 09:00:00,90
871,19,104,Корпус-1 ауд-288,2024-12-19 17:30:00,120
872,11,6,Корпус-1 ауд-390,2025-03-31 15:30:00,90
873,31,179,Корпус-3 ауд-281,2024-12-31 15:30:00,90
874,35,9,Корпус-5 ауд-187,2024-12-25 15:30:00,90
875,8,136,Корпус-5 ауд-295,2024-11-15 13:30:00,90
876,35,9,Корпус-3 ауд-238,2025-02-05 13:30:00,90
877,28,20,Корпус-3 ауд-563,2024-12-23 13:30:00,90
878,4,195,Корпус-2 ауд-419,2025-06-16 13:30:00,90
879,45,43,Корпус-4 ауд-352,2025-06-06 09:00:00,90
880,24,158,Корпус-5 ауд-131,2025-04-07 13:30:00,90
881,35,9,Корпус-1 ауд-268,2025-04-29 09:00:00,90
882,27,65,Корпус-4 ауд-442,2024-10-17 17:30:00,120
883,31,179,Корпус-4 ауд-494,2025-05-29 11:00:00,90
884,10,106,Корпус-5 ауд-229,2025-01-20 17:30:00,120
885,40,122,Корпус-1 ауд-250,2025-04-15 11:00:00,90
886,42,68,Корпус-1 ауд-310,2025-01-16 17:30:00,120
887,31,179,Корпус-5 ауд-159,2025-01-06 13:30:00,90
888,45,43,Корпус-1 ауд-327,2025-05-21 15:30:00,90
889,31,179,Корпус-5 ауд-140,2024-11-29 15:30:00,90
890,13,178,Корпус-1 ауд-122,2025-05-26 15:30:00,90
891,33,158,Корпус-1 ауд-561,2025-01-22 13:30:00,90
892,27,65,Корпус-4 ауд-284,2025-06-09 17:30:00,120
893,37,130,Корпус-2 ауд-443,2024-11-13 11:00:00,90
894,15,169,Корпус-4 ауд-300,2025-05-13 15:30:00,90
895,4,195,Корпус-1 ауд-449,2025-02-25 09:00:00,90
896,9,77,Корпус-3 ауд-162,2025-06-18 15:30:00,90
897,28,20,Корпус-3 ауд-119,2025-03-24 09:00:00,90
898,8,136,Корпус-4 ауд-107,2025-03-18 09:00:00,90
899,34,184,Корпус-4 ауд-278,2025-06-19 09:00:00,90
900,25,189,Корпус-5 ауд-550,2024-10-28 09:00:00,90
901,29,3,Корпус-4 ауд-567,2025-06-23 15:30:00,90
902,48,158,Корпус-3 ауд-191,2025-05-12 17:30:00,120
903,36,70,Корпус-3 ауд-285,2025-04-14 15:30:00,90
904,5,121,Корпус-1 ауд-371,2024-10-04 15:30:00,90
905,37,130,Корпус-4 ауд-509,2025-02-11 09:00:00,90
906,5,121,Корпус-4 ауд-349,2025-06-02 11:00:00,90
907,34,184,Корпус-1 ауд-409,2025-06-18 11:00:00,90
908,22,58,Корпус-5 ауд-488,2024-10-07 11:00:00,90
909,47,76,Корпус-5 ауд-542,2025-06-20 09:00:00,90
910,42,68,Корпус-2 ауд-105,2024-11-25 17:30:00,120
911,45,43,Корпус-1 ауд-285,2025-05-16 11:00:00,90
912,40,122,Корпус-2 ауд-481,2024-10-07 13:30:00,90
913,20,173,Корпус-4 ауд-373,2025-02-25 11:00:00,90
914,17,63,Корпус-4 ауд-588,2024-10-04 15:30:00,90
915,26,69,Корпус-1 ауд-558,2025-04-02 17:30:00,120
916,2,183,Корпус-5 ауд-152,2024-11-28 11:00:00,90
917,2,183,Корпус-1 ауд-276,2025-06-03 17:30:00,120
918,6,168,Корпус-3 ауд-513,2025-01-16 13:30:00,90
919,34,184,Корпус-4 ауд-421,2024-12-09 15:30:00,90
920,6,168,Корпус-5 ауд-540,2024-11-12 17:30:00,120
921,11,6,Корпус-1 ауд-190,2024-10-16 11:00:00,90
922,46,80,Корпус-4 ауд-508,2025-01-27 11:00:00,90
923,39,12,Корпус-5 ауд-210,2025-04-28 15:30:00,90
924,3,30,Корпус-1 ауд-540,2025-02-25 17:30:00,120
925,33,158,Корпус-1 ауд-176,2025-05-06 13:30:00,90
926,8,136,Корпус-1 ауд-505,2024-10-28 09:00:00,90
927,18,105,Корпус-2 ауд-467,2025-06-18 09:00:00,90
928,4,195,Корпус-4 ауд-467,2024-09-16 11:00:00,90
929,38,123,Корпус-1 ауд-215,2024-10-03 13:30:00,90
930,46,80,Корпус-5 ауд-280,2024-09-16 17:30:00,120
931,3,30,Корпус-3 ауд-163,2025-06-23 15:30:00,90
932,40,122,Корпус-4 ауд-485,2025-01-06 09:00:00,90
933,5,121,Корпус-4 ауд-177,2025-04-18 17:30:00,120
934,18,105,Корпус-3 ауд-377,2024-09-09 15:30:00,90
935,4,195,Корпус-2 ауд-297,2025-01-30 09:00:00,90
936,16,42,Корпус-3 ауд-224,2024-10-28 15:30:00,90
937,49,141,Корпус-4 ауд-196,2024-10-01 11:00:00,90
938,39,12,Корпус-5 ауд-175,2025-04-07 11:00:00,90
939,9,77,Корпус-3 ауд-284,2024-10-14 09:00:00,90
940,48,158,Корпус-1 ауд-298,2025-02-25 17:30:00,120
941,26,69,Корпус-1 ауд-413,2025-01-09 15:30:00,90
942,48,158,Корпус-4 ауд-519,2025-03-28 11:00:00,90
943,13,178,Корпус-5 ауд-354,2025-02-28 09:00:00,90
944,33,158,Корпус-2 ауд-425,2025-04-25 13:30:00,90
945,12,37,Корпус-1 ауд-126,2025-05-19 09:00:00,90
946,5,121,Корпус-4 ауд-265,2024-10-21 17:30:00,120
947,36,70,Корпус-5 ауд-247,2025-02-03 11:00:00,90
948,25,189,Корпус-5 ауд-218,2025-01-28 09:00:00,90
949,23,200,Корпус-1 ауд-241,2025-03-17 15:30:00,90
950,39,12,Корпус-2 ауд-459,2024-09-02 13:30:00,90
951,13,178,Корпус-4 ауд-100,2024-10-03 17:30:00,120
952,15,169,Корпус-4 ауд-554,2025-04-14 09:00:00,90
953,19,104,Корпус-3 ауд-389,2024-11-07 11:00:00,90
954,37,130,Корпус-3 ауд-419,2025-01-20 09:00:00,90
955,36,70,Корпус-3 ауд-339,2025-05-26 17:30:00,120
956,39,12,Корпус-3 ауд-482,2025-03-17 17:30:00,120
957,32,67,Корпус-1 ауд-234,2024-12-02 15:30:00,90
958,29,3,Корпус-2 ауд-350,2025-03-31 17:30:00,120
959,14,166,Корпус-1 ауд-181,2025-06-23 15:30:00,90
960,5,121,Корпус-3 ауд-288,2024-12-06 09:00:00,90
961,17,63,Корпус-1 ауд-451,2024-10-24 09:00:00,90
962,9,77,Корпус-1 ауд-559,2025-05-09 09:00:00,90
963,20,173,Корпус-5 ауд-574,2024-09-09 13:30:00,90
964,8,136,Корпус-3 ауд-252,2025-05-26 15:30:00,90
965,43,63,Корпус-5 ауд-360,2024-12-25 09:00:00,90
966,33,158,Корпус-3 ауд-192,2025-01-07 15:30:00,90
967,47,76,Корпус-1 ауд-295,2024-11-06 11:00:00,90
968,49,141,Корпус-2 ауд-356,2025-04-11 13:30:00,90
969,29,3,Корпус-4 ауд-183,2025-05-19 13:30:00,90
970,9,77,Корпус-2 ауд-194,2025-03-31 09:00:00,90
971,21,99,Корпус-2 ауд-592,2024-10-21 17:30:00,120
972,21,99,Корпус-1 ауд-263,2025-03-03 13:30:00,90
973,39,12,Корпус-1 ауд-196,2025-02-04 13:30:00,90
974,44,50,Корпус-3 ауд-339,2025-04-04 09:00:00,90
975,28,20,Корпус-4 ауд-383,2024-12-04 17:30:00,120
976,37,130,Корпус-3 ауд-106,2025-06-17 13:30:00,90
977,12,37,Корпус-2 ауд-543,2025-03-25 17:30:00,120
978,4,195,Корпус-1 ауд-549,2025-03-31 17:30:00,120
979,7,177,Корпус-3 ауд-144,2025-04-09 17:30:00,120
980,11,6,Корпус-3 ауд-483,2025-05-20 09:00:00,90
981,36,70,Корпус-1 ауд-165,2025-05-05 09:00:00,90
982,25,189,Корпус-1 ауд-352,2024-09-30 13:30:00,90
983,7,177,Корпус-1 ауд-240,2025-02-13 13:30:00,90
984,41,15,Корпус-3 ауд-319,2025-03-20 17:30:00,120
985,15,169,Корпус-2 ауд-210,2025-03-28 11:00:00,90
986,37,130,Корпус-4 ауд-458,2025-04-28 17:30:00,120
987,45,43,Корпус-4 ауд-387,2025-02-28 17:30:00,120
988,6,168,Корпус-3 ауд-329,2024-09-24 11:00:00,90
989,49,141,Корпус-4 ауд-528,2025-02-24 17:30:00,120
990,17,63,Корпус-1 ауд-390,2024-09-04 11:00:00,90
991,2,183,Корпус-3 ауд-191,2025-02-05 11:00:00,90
992,15,169,Корпус-1 ауд-292,2025-03-10 09:00:00,90
993,21,99,Корпус-4 ауд-201,2024-10-08 15:30:00,90
994,35,9,Корпус-4 ауд-141,2025-04-03 11:00:00,90
995,47,76,Корпус-1 ауд-204,2025-04-04 15:30:00,90
996,43,63,Корпус-5 ауд-532,2025-06-09 13:30:00,90
997,20,173,Корпус-1 ауд-170,2024-12-27 13:30:00,90
998,33,158,Корпус-1 ауд-390,2025-06-25 11:00:00,90
999,5,121,Корпус-4 ауд-396,2024-10-01 13:30:00,90
1000,17,63,Корпус-4 ауд-252,2025-01-29 11:00:00,90
1001,5,121,Корпус-3 ауд-447,2024-10-03 11:00:00,90
1002,28,20,Корпус-3 ауд-561,2025-03-27 13:30:00,90
1003,34,184,Корпус-5 ауд-599,2024-09-26 13:30:00,90
1004,21,99,Корпус-4 ауд-382,2024-11-11 09:00:00,90
1005,21,99,Корпус-1 ауд-486,2025-05-26 17:30:00,120
1006,6,168,Корпус-3 ауд-155,2025-05-26 13:30:00,90
1007,19,104,Корпус-2 ауд-504,2025-03-24 09:00:00,90
1008,33,158,Корпус-4 ауд-416,2025-01-20 17:30:00,120
1009,6,168,Корпус-4 ауд-549,2025-02-03 15:30:00,90
1010,27,65,Корпус-2 ауд-599,2025-01-20 09:00:00,90
1011,16,42,Корпус-2 ауд-104,2025-04-04 13:30:00,90
1012,45,43,Корпус-2 ауд-223,2025-06-10 11:00:00,90
1013,34,184,Корпус-5 ауд-368,2025-01-20 11:00:00,90
1014,3,30,Корпус-5 ауд-297,2024-10-14 09:00:00,90
1015,45,43,Корпус-3 ауд-113,2024-12-13 17:30:00,120
1016,1,192,Корпус-2 ауд-353,2025-01-29 09:00:00,90
1017,42,68,Корпус-1 ауд-112,2025-04-22 13:30:00,90
1018,32,67,Корпус-5 ауд-569,2024-12-26 15:30:00,90
1019,19,104,Корпус-4 ауд-363,2025-04-14 13:30:00,90
1020,38,123,Корпус-1 ауд-515,2025-02-10 15:30:00,90
1021,13,178,Корпус-2 ауд-299,2025-02-21 09:00:00,90
1022,4,195,Корпус-2 ауд-337,2025-01-08 13:30:00,90
1023,37,130,Корпус-5 ауд-410,2024-10-28 15:30:00,90
1024,5,121,Корпус-2 ауд-311,2025-04-08 17:30:00,120
1025,11,6,Корпус-3 ауд-205,2025-05-30 15:30:00,90
1026,17,63,Корпус-5 ауд-129,2025-05-26 17:30:00,120
1027,24,158,Корпус-2 ауд-203,2025-02-10 11:00:00,90
1028,35,9,Корпус-5 ауд-335,2025-05-26 09:00:00,90
1029,28,20,Корпус-5 ауд-508,2025-04-11 17:30:00,120
1030,33,158,Корпус-2 ауд-250,2024-12-03 15:30:00,90
1031,8,136,Корпус-1 ауд-423,2025-03-31 15:30:00,90
1032,21,99,Корпус-1 ауд-368,2025-04-09 15:30:00,90
1033,16,42,Корпус-1 ауд-101,2024-10-28 17:30:00,120
1034,49,141,Корпус-4 ауд-529,2024-12-30 11:00:00,90
1035,18,105,Корпус-4 ауд-370,2024-12-20 11:00:00,90
1036,49,141,Корпус-1 ауд-550,2024-09-02 15:30:00,90
1037,33,158,Корпус-5 ауд-298,2024-11-22 09:00:00,90
1038,29,3,Корпус-4 ауд-496,2025-05-28 15:30:00,90
1039,49,141,Корпус-5 ауд-132,2024-10-14 11:00:00,90
1040,8,136,Корпус-5 ауд-124,2025-05-07 13:30:00,90
1041,1,192,Корпус-2 ауд-289,2024-09-30 11:00:00,90
1042,33,158,Корпус-3 ауд-293,2025-05-19 13:30:00,90
1043,49,141,Корпус-1 ауд-316,2025-06-27 17:30:00,120
1044,41,15,Корпус-4 ауд-405,2024-09-10 11:00:00,90
1045,44,50,Корпус-3 ауд-151,2024-11-07 17:30:00,120
1046,20,173,Корпус-4 ауд-409,2024-11-19 15:30:00,90
1047,29,3,Корпус-2 ауд-163,2024-12-23 09:00:00,90
1048,48,158,Корпус-1 ауд-371,2025-05-12 11:00:00,90
1049,42,68,Корпус-5 ауд-471,2024-09-27 09:00:00,90
1050,20,173,Корпус-5 ауд-568,2025-03-06 13:30:00,90
1051,1,192,Корпус-3 ауд-231,2025-04-30 17:30:00,120
1052,38,123,Корпус-5 ауд-393,2025-01-20 09:00:00,90
1053,26,69,Корпус-5 ауд-226,2025-06-20 11:00:00,90
1054,42,68,Корпус-4 ауд-560,2024-12-17 13:30:00,90
1055,33,158,Корпус-4 ауд-569,2025-02-17 15:30:00,90
1056,4,195,Корпус-2 ауд-298,2025-02-25 09:00:00,90
1057,22,58,Корпус-1 ауд-210,2025-02-10 09:00:00,90
1058,31,179,Корпус-5 ауд-452,2024-12-18 09:00:00,90
1059,5,121,Корпус-4 ауд-482,2024-10-15 15:30:00,90
1060,47,76,Корпус-1 ауд-263,2024-10-17 17:30:00,120
1061,14,166,Корпус-4 ауд-425,2024-11-21 13:30:00,90
1062,27,65,Корпус-1 ауд-371,2025-03-14 15:30:00,90
1063,1,192,Корпус-5 ауд-104,2025-06-18 11:00:00,90
1064,40,122,Корпус-5 ауд-188,2025-06-25 13:30:00,90
1065,25,189,Корпус-2 ауд-324,2025-02-07 09:00:00,90
1066,16,42,Корпус-4 ауд-476,2025-06-16 17:30:00,120
1067,24,158,Корпус-4 ауд-111,2025-04-22 13:30:00,90
1068,28,20,Корпус-3 ауд-502,2025-05-22 13:30:00,90
1069,8,136,Корпус-5 ауд-586,2024-10-21 09:00:00,90
1070,32,67,Корпус-4 ауд-202,2025-05-28 09:00:00,90
1071,36,70,Корпус-2 ауд-598,2024-10-03 09:00:00,90
1072,37,130,Корпус-3 ауд-298,2024-10-01 11:00:00,90
1073,26,69,Корпус-4 ауд-404,2025-06-23 17:30:00,120
1074,26,69,Корпус-3 ауд-226,2024-12-10 11:00:00,90
1075,12,37,Корпус-4 ауд-599,2025-01-30 17:30:00,120
1076,44,50,Корпус-4 ауд-215,2024-11-22 09:00:00,90
1077,30,92,Корпус-5 ауд-344,2025-02-24 15:30:00,90
1078,5,121,Корпус-2 ауд-116,2025-01-01 17:30:00,120
1079,47,76,Корпус-1 ауд-571,2025-02-03 15:30:00,90
1080,24,158,Корпус-3 ауд-466,2025-06-16 15:30:00,90
1081,42,68,Корпус-1 ауд-491,2025-04-18 09:00:00,90
1082,46,80,Корпус-4 ауд-329,2025-05-14 13:30:00,90
1083,10,106,Корпус-4 ауд-171,2025-03-31 09:00:00,90
1084,15,169,Корпус-5 ауд-457,2024-09-23 15:30:00,90
1085,49,141,Корпус-3 ауд-531,2025-04-01 15:30:00,90
1086,46,80,Корпус-2 ауд-261,2025-06-16 13:30:00,90
1087,31,179,Корпус-3 ауд-176,2025-05-30 13:30:00,90
1088,46,80,Корпус-5 ауд-503,2025-01-06 15:30:00,90
1089,18,105,Корпус-4 ауд-189,2025-04-07 17:30:00,120
1090,22,58,Корпус-5 ауд-410,2025-05-30 09:00:00,90
1091,38,123,Корпус-2 ауд-169,2025-02-26 15:30:00,90
1092,37,130,Корпус-5 ауд-238,2024-09-23 09:00:00,90
1093,5,121,Корпус-1 ауд-150,2025-02-03 13:30:00,90
1094,42,68,Корпус-1 ауд-216,2025-04-24 17:30:00,120
1095,44,50,Корпус-4 ауд-467,2025-04-08 11:00:00,90
1096,48,158,Корпус-4 ауд-443,2025-03-17 17:30:00,120
1097,24,158,Корпус-2 ауд-221,2025-02-10 17:30:00,120
1098,16,42,Корпус-2 ауд-527,2025-04-28 17:30:00,120
1099,31,179,Корпус-5 ауд-368,2024-10-04 15:30:00,90
1100,16,42,Корпус-2 ауд-283,2025-05-08 13:30:00,90
1101,5,121,Корпус-5 ауд-478,2024-09-20 15:30:00,90
1102,22,58,Корпус-5 ауд-311,2025-02-03 15:30:00,90
1103,28,20,Корпус-1 ауд-216,2025-03-26 13:30:00,90
1104,18,105,Корпус-3 ауд-354,2024-10-18 13:30:00,90
1105,13,178,Корпус-5 ауд-126,2025-05-05 17:30:00,120
1106,47,76,Корпус-2 ауд-351,2025-03-24 09:00:00,90
1107,25,189,Корпус-3 ауд-526,2024-09-02 17:30:00,120
1108,44,50,Корпус-4 ауд-174,2024-10-09 15:30:00,90
1109,27,65,Корпус-3 ауд-102,2024-09-30 15:30:00,90
1110,35,9,Корпус-1 ауд-473,2024-11-22 09:00:00,90
1111,45,43,Корпус-4 ауд-311,2024-11-18 13:30:00,90
1112,19,104,Корпус-1 ауд-399,2024-12-10 15:30:00,90
1113,41,15,Корпус-3 ауд-409,2025-03-24 09:00:00,90
1114,14,166,Корпус-1 ауд-103,2024-11-12 09:00:00,90
1115,15,169,Корпус-1 ауд-320,2025-04-21 15:30:00,90
1116,30,92,Корпус-5 ауд-546,2025-05-26 13:30:00,90
1117,47,76,Корпус-3 ауд-582,2025-05-20 13:30:00,90
1118,1,192,Корпус-2 ауд-119,2025-01-06 09:00:00,90
1119,3,30,Корпус-4 ауд-553,2024-09-16 17:30:00,120
1120,26,69,Корпус-4 ауд-166,2025-05-21 15:30:00,90
1121,1,192,Корпус-3 ауд-541,2024-10-08 11:00:00,90
1122,29,3,Корпус-3 ауд-192,2025-06-16 11:00:00,90
1123,46,80,Корпус-5 ауд-392,2025-06-16 17:30:00,120
1124,38,123,Корпус-2 ауд-128,2025-06-19 15:30:00,90
1125,17,63,Корпус-2 ауд-155,2024-11-18 15:30:00,90
1126,18,105,Корпус-3 ауд-520,2025-05-09 15:30:00,90
1127,14,166,Корпус-1 ауд-123,2025-01-06 15:30:00,90
1128,39,12,Корпус-5 ауд-447,2025-01-16 15:30:00,90
1129,23,200,Корпус-1 ауд-542,2024-11-25 09:00:00,90
1130,8,136,Корпус-1 ауд-209,2024-12-10 13:30:00,90
1131,29,3,Корпус-2 ауд-283,2024-09-30 09:00:00,90
1132,11,6,Корпус-4 ауд-238,2025-06-12 11:00:00,90
1133,45,43,Корпус-4 ауд-315,2025-06-23 13:30:00,90
1134,32,67,Корпус-3 ауд-526,2025-04-24 17:30:00,120
1135,13,178,Корпус-3 ауд-490,2024-10-25 15:30:00,90
1136,46,80,Корпус-2 ауд-569,2025-06-16 15:30:00,90
1137,2,183,Корпус-3 ауд-131,2025-04-09 13:30:00,90
1138,17,63,Корпус-3 ауд-355,2024-12-23 15:30:00,90
1139,2,183,Корпус-3 ауд-140,2025-01-13 09:00:00,90
1140,10,106,Корпус-1 ауд-180,2025-04-25 17:30:00,120
1141,21,99,Корпус-5 ауд-549,2025-06-16 13:30:00,90
1142,17,63,Корпус-5 ауд-375,2024-11-05 15:30:00,90
1143,46,80,Корпус-3 ауд-406,2024-11-15 17:30:00,120
1144,8,136,Корпус-3 ауд-388,2025-05-12 11:00:00,90
1145,39,12,Корпус-3 ауд-470,2025-04-21 09:00:00,90
1146,2,183,Корпус-3 ауд-551,2025-01-13 13:30:00,90
1147,44,50,Корпус-5 ауд-477,2024-12-23 11:00:00,90
1148,23,200,Корпус-2 ауд-125,2025-04-22 09:00:00,90
1149,18,105,Корпус-3 ауд-473,2024-10-18 11:00:00,90
1150,11,6,Корпус-2 ауд-421,2025-03-20 11:00:00,90
1151,15,169,Корпус-4 ауд-334,2025-01-15 13:30:00,90
1152,36,70,Корпус-3 ауд-216,2025-04-11 11:00:00,90
1153,25,189,Корпус-2 ауд-403,2024-12-02 13:30:00,90
1154,30,92,Корпус-4 ауд-368,2024-09-06 15:30:00,90
1155,8,136,Корпус-3 ауд-549,2024-12-16 09:00:00,90
1156,36,70,Корпус-4 ауд-582,2024-09-24 15:30:00,90
1157,16,42,Корпус-3 ауд-425,2025-05-19 15:30:00,90
1158,1,192,Корпус-3 ауд-567,2025-04-24 17:30:00,120
1159,37,130,Корпус-2 ауд-502,2025-01-20 17:30:00,120
1160,43,63,Корпус-3 ауд-152,2024-09-09 17:30:00,120
1161,29,3,Корпус-4 ауд-330,2024-09-25 09:00:00,90
1162,11,6,Корпус-1 ауд-405,2025-06-09 17:30:00,120
1163,40,122,Корпус-5 ауд-249,2024-11-06 13:30:00,90
1164,22,58,Корпус-5 ауд-360,2024-10-30 11:00:00,90
1165,6,168,Корпус-5 ауд-226,2025-02-20 09:00:00,90
1166,19,104,Корпус-3 ауд-167,2024-12-02 09:00:00,90
1167,16,42,Корпус-5 ауд-164,2025-03-10 15:30:00,90
1168,30,92,Корпус-5 ауд-278,2024-11-27 17:30:00,120
1169,37,130,Корпус-1 ауд-595,2025-05-12 11:00:00,90
1170,36,70,Корпус-5 ауд-403,2025-02-04 09:00:00,90
1171,29,3,Корпус-3 ауд-429,2024-09-18 13:30:00,90
1172,37,130,Корпус-5 ауд-393,2024-10-28 17:30:00,120
1173,28,20,Корпус-3 ауд-492,2025-05-05 17:30:00,120
1174,4,195,Корпус-3 ауд-217,2025-02-03 13:30:00,90
1175,2,183,Корпус-3 ауд-556,2025-05-19 15:30:00,90
1176,30,92,Корпус-1 ауд-433,2024-10-25 11:00:00,90
1177,27,65,Корпус-3 ауд-204,2024-09-09 13:30:00,90
1178,26,69,Корпус-1 ауд-466,2025-04-11 15:30:00,90
1179,34,184,Корпус-1 ауд-363,2024-11-04 09:00:00,90
1180,10,106,Корпус-2 ауд-136,2024-12-04 11:00:00,90
1181,6,168,Корпус-3 ауд-412,2024-11-05 13:30:00,90
1182,32,67,Корпус-3 ауд-577,2025-03-17 15:30:00,90
1183,33,158,Корпус-3 ауд-538,2025-04-01 13:30:00,90
1184,20,173,Корпус-1 ауд-480,2025-03-31 15:30:00,90
1185,43,63,Корпус-1 ауд-179,2025-05-23 17:30:00,120
1186,44,50,Корпус-1 ауд-426,2025-04-02 09:00:00,90
1187,41,15,Корпус-2 ауд-301,2025-04-24 13:30:00,90
1188,7,177,Корпус-2 ауд-148,2024-09-25 17:30:00,120
1189,28,20,Корпус-3 ауд-231,2024-12-18 13:30:00,90
1190,8,136,Корпус-5 ауд-358,2025-01-20 17:30:00,120
1191,43,63,Корпус-4 ауд-425,2024-12-11 15:30:00,90
1192,39,12,Корпус-4 ауд-129,2025-04-22 13:30:00,90
1193,11,6,Корпус-4 ауд-112,2024-12-30 17:30:00,120
1194,21,99,Корпус-1 ауд-426,2025-05-28 15:30:00,90
1195,16,42,Корпус-4 ауд-442,2025-04-02 11:00:00,90
1196,22,58,Корпус-4 ауд-307,2025-04-10 11:00:00,90
1197,42,68,Корпус-2 ауд-166,2025-01-09 15:30:00,90
1198,46,80,Корпус-4 ауд-178,2024-10-18 09:00:00,90
1199,8,136,Корпус-5 ауд-368,2024-12-04 09:00:00,90
1200,42,68,Корпус-4 ауд-120,2024-11-29 15:30:00,90
1201,49,141,Корпус-5 ауд-505,2025-05-12 11:00:00,90
1202,40,122,Корпус-5 ауд-573,2025-01-23 17:30:00,120
1203,8,136,Корпус-4 ауд-439,2025-04-02 13:30:00,90
1204,44,50,Корпус-2 ауд-417,2025-01-09 17:30:00,120
1205,20,173,Корпус-4 ауд-527,2024-10-07 11:00:00,90
1206,19,104,Корпус-5 ауд-512,2024-12-10 09:00:00,90
1207,24,158,Корпус-3 ауд-285,2025-02-10 13:30:00,90
1208,26,69,Корпус-1 ауд-543,2024-09-18 17:30:00,120
1209,33,158,Корпус-2 ауд-359,2024-09-02 13:30:00,90
1210,40,122,Корпус-5 ауд-178,2024-12-20 17:30:00,120
1211,44,50,Корпус-4 ауд-513,2024-12-30 11:00:00,90
1212,4,195,Корпус-5 ауд-109,2024-10-15 09:00:00,90
1213,10,106,Корпус-3 ауд-153,2025-06-17 13:30:00,90
1214,15,169,Корпус-5 ауд-260,2025-03-03 11:00:00,90
1215,37,130,Корпус-3 ауд-328,2025-06-23 17:30:00,120
1216,4,195,Корпус-4 ауд-590,2025-03-03 09:00:00,90
1217,21,99,Корпус-3 ауд-476,2025-05-06 11:00:00,90
1218,17,63,Корпус-2 ауд-136,2025-03-28 15:30:00,90
1219,14,166,Корпус-2 ауд-136,2024-12-10 11:00:00,90
1220,13,178,Корпус-3 ауд-518,2025-04-17 15:30:00,90
1221,46,80,Корпус-4 ауд-550,2025-01-24 09:00:00,90
1222,20,173,Корпус-4 ауд-483,2025-01-14 09:00:00,90
1223,38,123,Корпус-4 ауд-284,2024-10-15 09:00:00,90
1224,45,43,Корпус-1 ауд-510,2025-02-19 09:00:00,90
